Id,Count,Named,Original
startup-error,3,unamed,startup-error
tempdata,3,unamed,tempdata
f-bounded-polymorphism,3,unamed,f-bounded-polymorphism
return-current-type,3,unamed,return-current-type
lazylist,3,Python & R Developers,Python & R Developers
zio-test,3,unamed,zio-test
spark-shell,3,Version Control,Version Control
refined,3,unamed,refined
bottom-type,3,unamed,bottom-type
scalafx,3,unamed,scalafx
http4s-circe,3,unamed,http4s-circe
typesafe,3,unamed,typesafe
apache-spark-dataset,3,unamed,apache-spark-dataset
googlebot,3,unamed,googlebot
survey,3,unamed,survey
terraform-cloud,3,unamed,terraform-cloud
service-principal,3,unamed,service-principal
azure-acr,3,unamed,azure-acr
software-packaging,3,unamed,software-packaging
ionic-vue,3,FrontEnd Developers,FrontEnd Developers
validationattribute,3,unamed,validationattribute
zef,3,unamed,zef
raid,3,unamed,raid
sched-deadline,3,unamed,sched-deadline
spark-kafka-integration,3,unamed,spark-kafka-integration
stateful,3,unamed,stateful
apache-airflow-xcom,3,unamed,apache-airflow-xcom
jquery-ui-datepicker,3,FrontEnd Developers,FrontEnd Developers
slick-lightbox,3,unamed,slick-lightbox
boltdb,3,unamed,boltdb
long-running-processes,3,unamed,long-running-processes
transient,3,unamed,transient
epplus,3,unamed,epplus
sql-server-mars,3,Database Developers,Database Developers
tcpportsharing,3,unamed,tcpportsharing
formatter,3,unamed,formatter
range-header,3,unamed,range-header
write-host,3,unamed,write-host
tfs-code-review,3,unamed,tfs-code-review
powershell-module,3,Version Control,Version Control
byte-order-mark,3,unamed,byte-order-mark
servicenow-rest-api,3,unamed,servicenow-rest-api
api-management,3,unamed,api-management
get-childitem,3,unamed,get-childitem
sort-object,3,unamed,sort-object
blazor-validation,3,unamed,blazor-validation
cakephp-4.x,3,FrontEnd Developers,FrontEnd Developers
ssh-config,3,Version Control,Version Control
websphere-8,3,unamed,websphere-8
wide-column-store,3,unamed,wide-column-store
search-guard,3,unamed,search-guard
broker,3,unamed,broker
jwe,3,unamed,jwe
oidc-identity-brokering,3,unamed,oidc-identity-brokering
strftime,3,unamed,strftime
comm,3,unamed,comm
qt5.15,3,unamed,qt5.15
qt-design-studio,3,unamed,qt-design-studio
qt-quick,3,unamed,qt-quick
pyqt4,3,unamed,pyqt4
qgraphicseffect,3,unamed,qgraphicseffect
groupbox,3,unamed,groupbox
seleniumwire,3,unamed,seleniumwire
named-parameters,3,unamed,named-parameters
comb,3,unamed,comb
metamodel,3,unamed,metamodel
goodness-of-fit,3,unamed,goodness-of-fit
fosuserbundle,3,unamed,fosuserbundle
facebook-ios-sdk-4.0,3,Apple Developers,Apple Developers
axapta,3,unamed,axapta
x++,3,unamed,x++
dynamics-365-operations,3,unamed,dynamics-365-operations
flash-memory,3,unamed,flash-memory
gecko,3,unamed,gecko
smil,3,unamed,smil
wiki,3,unamed,wiki
elmo,3,unamed,elmo
image-conversion,3,unamed,image-conversion
tga,3,unamed,tga
widevine,3,unamed,widevine
libx265,3,unamed,libx265
vaapi,3,unamed,vaapi
string-search,3,unamed,string-search
count-min-sketch,3,unamed,count-min-sketch
probabilistic-ds,3,Python & R Developers,Python & R Developers
clpq,3,unamed,clpq
clpr,3,unamed,clpr
sicstus-prolog,3,unamed,sicstus-prolog
unification,3,unamed,unification
clp,3,unamed,clp
penetration-testing,3,unamed,penetration-testing
azure-data-studio,3,unamed,azure-data-studio
py4j,3,unamed,py4j
mandrill,3,unamed,mandrill
spf,3,unamed,spf
google-domains,3,unamed,google-domains
messenger,3,unamed,messenger
monolog,3,unamed,monolog
openresty,3,unamed,openresty
autorest,3,unamed,autorest
azure-marketplace,3,unamed,azure-marketplace
azure-devops-server-2020,3,unamed,azure-devops-server-2020
nomad,3,unamed,nomad
thingsboard,3,unamed,thingsboard
thingsboard-gateway,3,unamed,thingsboard-gateway
odoo-11,3,unamed,odoo-11
azure-hub,3,unamed,azure-hub
nlu,3,unamed,nlu
azureportal,3,unamed,azureportal
azure-dashboard,3,unamed,azure-dashboard
azure-traffic-manager,3,unamed,azure-traffic-manager
vnet,3,unamed,vnet
app-service-environment,3,unamed,app-service-environment
azure-app-configuration,3,unamed,azure-app-configuration
azure-data-factory-2,3,unamed,azure-data-factory-2
azure-template,3,unamed,azure-template
static-classes,3,unamed,static-classes
web-parts,3,unamed,web-parts
sqltransaction,3,Database Developers,Database Developers
sql-types,3,Database Developers,Database Developers
seek,3,unamed,seek
sql-server-json,3,FrontEnd Developers,FrontEnd Developers
string-aggregation,3,unamed,string-aggregation
poppler,3,unamed,poppler
systemd-journald,3,unamed,systemd-journald
fluent-bit,3,unamed,fluent-bit
rockset,3,unamed,rockset
fluid-dynamics,3,unamed,fluid-dynamics
xbox,3,unamed,xbox
outlook-web-app,3,unamed,outlook-web-app
elm-ui,3,unamed,elm-ui
mouseover,3,unamed,mouseover
dbutils,3,unamed,dbutils
sqlplus,3,Database Developers,Database Developers
recursive-cte,3,unamed,recursive-cte
influxql,3,unamed,influxql
snowflake-schema,3,unamed,snowflake-schema
yandex-metrika,3,unamed,yandex-metrika
id-generation,3,unamed,id-generation
jsf-2.3,3,FrontEnd Developers,FrontEnd Developers
vb.net-2010,3,unamed,vb.net-2010
datagridviewcolumn,3,unamed,datagridviewcolumn
chmod,3,unamed,chmod
ebextensions,3,unamed,ebextensions
picat,3,unamed,picat
cds,3,unamed,cds
criteriaquery,3,unamed,criteriaquery
jta,3,unamed,jta
xadisk,3,unamed,xadisk
vim-fzf,3,unamed,vim-fzf
ultisnips,3,unamed,ultisnips
vundle,3,unamed,vundle
vim-airline,3,unamed,vim-airline
codesignkey,3,unamed,codesignkey
sublimetext,3,unamed,sublimetext
foundry-code-workbooks,3,unamed,foundry-code-workbooks
nsis,3,unamed,nsis
ipcmain,3,unamed,ipcmain
openmesh,3,unamed,openmesh
3-tier,3,unamed,3-tier
pull-to-refresh,3,unamed,pull-to-refresh
no-www,3,unamed,no-www
google-sheets-charts,3,unamed,google-sheets-charts
pagerank,3,unamed,pagerank
graph-data-science,3,unamed,graph-data-science
neo4j-apoc,3,unamed,neo4j-apoc
angular-e2e,3,FrontEnd Developers,FrontEnd Developers
superset,3,unamed,superset
row-polymorphism,3,unamed,row-polymorphism
back-testing,3,unamed,back-testing
amibroker,3,unamed,amibroker
oracle18c,3,Database Developers,Database Developers
sql-tuning,3,Database Developers,Database Developers
micronaut-rest,3,unamed,micronaut-rest
open-graph-beta,3,unamed,open-graph-beta
google-console-developer,3,unamed,google-console-developer
groff,3,unamed,groff
troff,3,unamed,troff
spark-streaming-kafka,3,unamed,spark-streaming-kafka
autoconf,3,unamed,autoconf
typo3-extensions,3,unamed,typo3-extensions
felogin,3,unamed,felogin
tx-news,3,unamed,tx-news
symfony-routing,3,unamed,symfony-routing
gherkin,3,unamed,gherkin
erwin,3,unamed,erwin
pacman-package-manager,3,unamed,pacman-package-manager
assume-role,3,unamed,assume-role
quicksight-embedding,3,unamed,quicksight-embedding
devops-services,3,unamed,devops-services
devops-insights,3,unamed,devops-insights
gitlab-autodevops,3,Version Control,Version Control
microsoft-graph-files,3,unamed,microsoft-graph-files
hugsql,3,Database Developers,Database Developers
vscode-calva,3,unamed,vscode-calva
clj-kondo,3,unamed,clj-kondo
hunspell,3,unamed,hunspell
rnw,3,unamed,rnw
author,3,unamed,author
conference,3,unamed,conference
color-wheel,3,unamed,color-wheel
gnat-gps,3,unamed,gnat-gps
prometheus-node-exporter,3,unamed,prometheus-node-exporter
direct2d,3,unamed,direct2d
resource-files,3,unamed,resource-files
fileversioninfo,3,unamed,fileversioninfo
delphi-2010,3,unamed,delphi-2010
mshtml,3,FrontEnd Developers,FrontEnd Developers
twebbrowser,3,unamed,twebbrowser
design-time,3,unamed,design-time
ansible-filter,3,unamed,ansible-filter
huffman-code,3,unamed,huffman-code
entropy,3,unamed,entropy
big-ip,3,unamed,big-ip
openmodelica,3,unamed,openmodelica
wolfram-mathematica,3,unamed,wolfram-mathematica
systemmodeler,3,unamed,systemmodeler
autodiscovery,3,unamed,autodiscovery
wcf-binding,3,unamed,wcf-binding
wcf-security,3,unamed,wcf-security
leveldb,3,unamed,leveldb
rocksdb,3,unamed,rocksdb
intel-oneapi,3,unamed,intel-oneapi
hip,3,unamed,hip
lsf,3,unamed,lsf
homotopy-type-theory,3,unamed,homotopy-type-theory
trino,3,unamed,trino
mallet,3,unamed,mallet
cadvisor,3,unamed,cadvisor
family-tree,3,unamed,family-tree
sharepoint-list,3,Python & R Developers,Python & R Developers
workflow-foundation,3,unamed,workflow-foundation
sharepoint-workflow,3,unamed,sharepoint-workflow
amazon-mq,3,unamed,amazon-mq
tarantool-cartridge,3,unamed,tarantool-cartridge
apex,3,unamed,apex
formal-verification,3,unamed,formal-verification
formal-methods,3,unamed,formal-methods
verizon,3,unamed,verizon
hive-partitions,3,unamed,hive-partitions
microsoft-graph-calendar,3,unamed,microsoft-graph-calendar
distillery,3,unamed,distillery
edeliver,3,unamed,edeliver
beam,3,unamed,beam
file-read,3,unamed,file-read
file-search,3,unamed,file-search
paypal-rest-sdk,3,unamed,paypal-rest-sdk
paypal-subscriptions,3,unamed,paypal-subscriptions
multiple-value,3,unamed,multiple-value
cube,3,unamed,cube
rolap,3,unamed,rolap
remix,3,unamed,remix
figsize,3,unamed,figsize
office-js-helpers,3,FrontEnd Developers,FrontEnd Developers
ms-wopi,3,unamed,ms-wopi
office-online-server,3,unamed,office-online-server
cflags,3,unamed,cflags
bmake,3,unamed,bmake
circular-list,3,Python & R Developers,Python & R Developers
thread-dump,3,unamed,thread-dump
wildfly-16,3,unamed,wildfly-16
bloomberg,3,unamed,bloomberg
rblpapi,3,unamed,rblpapi
pdblp,3,unamed,pdblp
jbloomberg,3,unamed,jbloomberg
model-checking,3,unamed,model-checking
binary-decision-diagram,3,unamed,binary-decision-diagram
cudd,3,unamed,cudd
netflix,3,unamed,netflix
mute,3,unamed,mute
flink-cep,3,unamed,flink-cep
flink-sql,3,Database Developers,Database Developers
ssis-2012,3,unamed,ssis-2012
dts,3,unamed,dts
dtexec,3,unamed,dtexec
secp256k1,3,unamed,secp256k1
apache-directory,3,unamed,apache-directory
wso2esb,3,unamed,wso2esb
wso2ei,3,unamed,wso2ei
ei,3,unamed,ei
wso2-am,3,unamed,wso2-am
connection-reset,3,unamed,connection-reset
texstudio,3,unamed,texstudio
microdata,3,unamed,microdata
atexit,3,unamed,atexit
tclsh,3,unamed,tclsh
sap-fiori,3,unamed,sap-fiori
sap-web-ide,3,unamed,sap-web-ide
stochastic,3,unamed,stochastic
alfresco-share,3,unamed,alfresco-share
alfresco-webscripts,3,unamed,alfresco-webscripts
alfresco-enterprise,3,unamed,alfresco-enterprise
vaadin-grid,3,unamed,vaadin-grid
application.cfc,3,unamed,application.cfc
konvajs-reactjs,3,FrontEnd Developers,FrontEnd Developers
alexa-app,3,unamed,alexa-app
mulesoft,3,unamed,mulesoft
cloudhub,3,unamed,cloudhub
biztalk,3,unamed,biztalk
edi,3,unamed,edi
edifact,3,unamed,edifact
biztalk-2020,3,unamed,biztalk-2020
qb64,3,unamed,qb64
react-player,2,unamed,react-player
react-google-charts,2,unamed,react-google-charts
divider,2,unamed,divider
flash-message,2,unamed,flash-message
react-fragment,2,unamed,react-fragment
recoiljs,2,FrontEnd Developers,FrontEnd Developers
react-fiber,2,unamed,react-fiber
layout-animation,2,unamed,layout-animation
post-install,2,unamed,post-install
react-native-router-flux,2,unamed,react-native-router-flux
breadcrumbs,2,unamed,breadcrumbs
facebook-pixel,2,unamed,facebook-pixel
google-admin-sdk,2,unamed,google-admin-sdk
google-directory-api,2,unamed,google-directory-api
react-refresh,2,unamed,react-refresh
hookrouter,2,unamed,hookrouter
react-multi-carousel,2,unamed,react-multi-carousel
admin-on-rest,2,unamed,admin-on-rest
naming,2,unamed,naming
downshift,2,unamed,downshift
preloader,2,unamed,preloader
nested-function,2,C Developers,C Developers
react-stripe-elements,2,unamed,react-stripe-elements
dataprovider,2,unamed,dataprovider
react-final-form-arrays,2,C Developers,C Developers
react-swipeable-views,2,unamed,react-swipeable-views
localforage,2,unamed,localforage
webpack-dev-middleware,2,FrontEnd Developers,FrontEnd Developers
galleria,2,unamed,galleria
ngx-build-plus,2,unamed,ngx-build-plus
web-compiler,2,unamed,web-compiler
dart-sass,2,unamed,dart-sass
scss-mixins,2,FrontEnd Developers,FrontEnd Developers
gwt-material-design,2,unamed,gwt-material-design
user-enrollment,2,unamed,user-enrollment
launch-screen,2,unamed,launch-screen
jank,2,unamed,jank
livecode,2,unamed,livecode
flutter-cupertino,2,unamed,flutter-cupertino
account,2,unamed,account
uiimagepickercontroller,2,unamed,uiimagepickercontroller
apptrackingtransparency,2,unamed,apptrackingtransparency
media-player,2,unamed,media-player
mdm,2,unamed,mdm
foursquare,2,unamed,foursquare
mpvolumeview,2,unamed,mpvolumeview
visionkit,2,unamed,visionkit
auto-renewing,2,unamed,auto-renewing
wechat-miniprogram,2,unamed,wechat-miniprogram
uistackview,2,unamed,uistackview
dynamic-frameworks,2,unamed,dynamic-frameworks
ios-extensions,2,Apple Developers,Apple Developers
objective-c-blocks,2,Apple Developers,Apple Developers
avassetexportsession,2,unamed,avassetexportsession
nsoperationqueue,2,unamed,nsoperationqueue
nsoperation,2,unamed,nsoperation
archive,2,unamed,archive
foundation,2,unamed,foundation
swiftdate,2,Apple Developers,Apple Developers
command-line-tool,2,unamed,command-line-tool
redux-logger,2,FrontEnd Developers,FrontEnd Developers
application-loader,2,unamed,application-loader
xcode10.2.1,2,Apple Developers,Apple Developers
xcode-instruments,2,Apple Developers,Apple Developers
uicontrol,2,unamed,uicontrol
sparse-checkout,2,unamed,sparse-checkout
commit-message,2,Version Control,Version Control
conventional-commits,2,Version Control,Version Control
squash,2,unamed,squash
git-revert,2,Version Control,Version Control
gerrit,2,unamed,gerrit
git-worktree,2,Version Control,Version Control
reposurgeon,2,unamed,reposurgeon
git-log,2,Version Control,Version Control
git-subtree,2,Version Control,Version Control
git-history,2,Version Control,Version Control
orphaned-objects,2,unamed,orphaned-objects
libgit2,2,Version Control,Version Control
git-filter,2,Version Control,Version Control
sublimemerge,2,unamed,sublimemerge
gitversion,2,Version Control,Version Control
revert,2,unamed,revert
aws-config,2,unamed,aws-config
babel-eslint,2,unamed,babel-eslint
bull.js,2,FrontEnd Developers,FrontEnd Developers
gridfs-stream,2,unamed,gridfs-stream
faunadb,2,unamed,faunadb
dynamoose,2,unamed,dynamoose
worker-thread,2,unamed,worker-thread
bulk,2,unamed,bulk
v8-profiler,2,unamed,v8-profiler
unirest,2,unamed,unirest
forestadmin,2,unamed,forestadmin
node-worker-threads,2,unamed,node-worker-threads
dockerode,2,unamed,dockerode
bull-queue,2,unamed,bull-queue
pg-promise,2,unamed,pg-promise
npm-live-server,2,unamed,npm-live-server
pinojs,2,FrontEnd Developers,FrontEnd Developers
nyc,2,unamed,nyc
express-openapi-validator,2,FrontEnd Developers,FrontEnd Developers
nvm-windows,2,unamed,nvm-windows
changestream,2,unamed,changestream
mosca,2,unamed,mosca
node.js-typeorm,2,FrontEnd Developers,FrontEnd Developers
passport-github2,2,Version Control,Version Control
npm-ci,2,unamed,npm-ci
es6-module-loader,2,unamed,es6-module-loader
dayjs,2,FrontEnd Developers,FrontEnd Developers
pdftk,2,unamed,pdftk
iad,2,unamed,iad
responsys,2,unamed,responsys
gun,2,unamed,gun
gundb,2,unamed,gundb
destroy,2,unamed,destroy
flutter-table,2,unamed,flutter-table
audiowaveform,2,unamed,audiowaveform
flutter-animatedlist,2,Python & R Developers,Python & R Developers
analysis,2,unamed,analysis
inputconnection,2,unamed,inputconnection
flutter-moor,2,unamed,flutter-moor
richtext,2,unamed,richtext
textspan,2,unamed,textspan
equatable,2,unamed,equatable
flutter-windows,2,unamed,flutter-windows
pdfview,2,unamed,pdfview
flutter-hooks,2,unamed,flutter-hooks
geofire,2,unamed,geofire
rating,2,unamed,rating
android-network-security-config,2,Android & Java Developers,Android & Java Developers
flutter-redux,2,FrontEnd Developers,FrontEnd Developers
intentfilter,2,unamed,intentfilter
flutter-add-to-app,2,unamed,flutter-add-to-app
pagersnaphelper,2,unamed,pagersnaphelper
cupertinopicker,2,unamed,cupertinopicker
flutter-shortcuts,2,unamed,flutter-shortcuts
flutter-design,2,unamed,flutter-design
dispose,2,unamed,dispose
just-audio,2,unamed,just-audio
imagemap,2,unamed,imagemap
ecmascript-2017,2,FrontEnd Developers,FrontEnd Developers
computed-properties,2,unamed,computed-properties
js-xlsx,2,FrontEnd Developers,FrontEnd Developers
script-tag,2,unamed,script-tag
rich-media,2,unamed,rich-media
esbuild,2,unamed,esbuild
gotjs,2,FrontEnd Developers,FrontEnd Developers
kendo-ui-grid,2,unamed,kendo-ui-grid
kendo-ui-mvc,2,unamed,kendo-ui-mvc
jsfuck,2,FrontEnd Developers,FrontEnd Developers
window.open,2,unamed,window.open
stimulusjs,2,FrontEnd Developers,FrontEnd Developers
bootstrap-datepicker,2,FrontEnd Developers,FrontEnd Developers
jquery-validate,2,FrontEnd Developers,FrontEnd Developers
pivottable.js,2,FrontEnd Developers,FrontEnd Developers
richtextbox,2,unamed,richtextbox
brave-browser,2,unamed,brave-browser
gpu.js,2,FrontEnd Developers,FrontEnd Developers
